Class,Home State,Virginia County,Home Zip,Home Country,High School Attended,High School  CSZ,zip,long,lat
2019,,,,REP OF KOREA-SOUTH,Village Academy Upper School                                ,"Powell, OH 43065-7616                        ",43065, -83.094187,40.177540
2019,VA,RICHMOND CITY,23226,,Saint Catherines School                                     ,"Richmond, VA 23226-2603                      ",23226, -77.523347,37.579912
2019,MA,,1420,,St Bernard's High School                                    ,"Fitchburg, MA 01420-5828                     ",01420, -71.816862,42.584925
2019,FL,,32312,,Maclay School                                               ,"Tallahassee, FL 32312-1110                   ",32312, -84.229562,30.605283
2019,CT,,6897,,Wilton High School                                          ,"Wilton, CT 06897-2006                        ",06897, -73.440974,41.211277
2019,MI,,48301,,Seaholm High School                                         ,"Birmingham, MI 48009-1876                    ",48009, -83.217653,42.544048
2019,MI,,48306,,Rochester Adams High School                                 ,"Rochester Hls, MI 48306-3734                 ",48306, -83.147306,42.724318
2019,FL,,34102,,Bedford High School                                         ,"Bedford, NH 03110-5530                       ",03110, -71.536871,42.935584
2019,NC,,28211,,Charlotte Country Day School                                ,"Charlotte, NC 28226-5012                     ",28226, -80.822129,35.102697
2019,MA,,1505,,Bancroft School                                             ,"Worcester, MA 01605-3117                     ",01605, -71.787793,42.289683
2019,OH,,44023,,Hawken School                                               ,"Gates Mills, OH 44040-8002                   ",44040, -81.410737,41.535663
2019,MD,,21146,,Severna Park Senior High Sch                                ,"Severna Park, MD 21146-2899                  ",21146, -76.558699,39.079136
2019,NY,,11050,,Paul D Schreiber Senior High Scho                           ,"Prt Washingtn, NY 11050-3718                 ",11050, -73.693124,40.839900
2019,MD,,21093,,Friends School Of Baltimore                                 ,"Baltimore, MD 21210-2021                     ",21210, -76.632685,39.359156
2019,VA,LYNCHBURG CITY,24503,,E C Glass High School                                       ,"Lynchburg, VA 24501-5501                     ",24501, -79.141286,37.359733
2019,NY,,10577,,Solomon Schechter School of Westc                           ,"Hartsdale, NY 10530-1009                     ",10530, -73.812810,41.023712
2019,NY,,11229,,Millennium Brooklyn High School                             ,"Brooklyn, NY 11215-3405                      ",11215, -73.986740,40.662688
2019,VA,FAIRFAX COUNTY,22310,,Oakcrest School For Girls                                   ,"McLean, VA 22101-1546                        ",22101, -77.164882,38.940203
2019,OH,,44139,,Solon High School                                           ,"Solon, OH 44139-4132                         ",44139, -81.444249,41.383262
2019,OH,,44333,,Revere High School                                          ,"Richfield, OH 44286-9711                     ",44286, -81.643939,41.233126
2019,VA,FAIRFAX COUNTY,22181,,Brussels American High School - D                           ,"APO, AE 09714-8100                           ",09714,,
2019,MD,,21204,,Boys' Latin School Of Maryland                              ,"Baltimore, MD 21210-1241                     ",21210, -76.632685,39.359156
2019,MI,,48084,,Richard Montgomery High School                              ,"Rockville, MD 20852-1147                     ",20852, -77.121931,39.051991
2019,MA,,1970,,Masconomet Regional High Sch                                ,"Topsfield, MA 01983-2013                     ",01983, -70.943440,42.641379
2019,,,,ARGENTINA,Holy Trinity College                                        ,                                             ,,,
2019,SC,,29307,,                                                            ,                                             ,,,
2019,CA,,93110,,Laguna Blanca School                                        ,"Santa Barbara, CA 93110-2146                 ",93110,-119.762794,34.446201
2019,WA,,98155,,Shorecrest High School                                      ,"Shoreline, WA 98155-7321                     ",98155,-122.300477,47.754413
2019,GA,,30305,,Lovett School                                               ,"Atlanta, GA 30327-3009                       ",30327, -84.417300,33.869694
2019,GA,,30327,,Lovett School                                               ,"Atlanta, GA 30327-3009                       ",30327, -84.417300,33.869694
2019,CA,,95819,,Urbana High School                                          ,"Ijamsville, MD 21754-9416                    ",21754, -77.316212,39.332115
2019,MD,,21769,,Saint James School                                          ,"Hagerstown, MD 21740-1707                    ",21740, -77.743885,39.631901
2019,WV,,25314,,George Washington High School                               ,"Charleston, WV 25314-2342                    ",25314, -81.640254,38.308083
2019,MD,,21663,,McDonogh School                                             ,"Owings Mills, MD 21117-1009                  ",21117, -76.777976,39.427563
2019,VA,SPOTSYLVANIA,22407,,Chancellor High School                                      ,"Fredericksbrg, VA 22407-6363                 ",22407, -77.575684,38.283474
2019,PA,,15330,,Ringgold High School                                        ,"Monongahela, PA 15063-3004                   ",15063, -79.922476,40.191166
2019,SC,,29902,,South Carolina Connections Academ                           ,"Columbia, SC 29210-8018                      ",29210, -81.106580,34.046162
2019,NJ,,7307,,Mcnair Academic High School                                 ,"Jersey City, NJ 07302-1917                   ",07302, -74.046469,40.719389
2019,TX,,77380,,Duchesne Academy Of The Sacred He                           ,"Houston, TX 77024-3213                       ",77024, -95.514203,29.772179
2019,NC,,28211,,Myers Park High School                                      ,"Charlotte, NC 28209-1716                     ",28209, -80.853985,35.178714
2019,NC,,28277,,Charlotte Catholic High School                              ,"Charlotte, NC 28226-3934                     ",28226, -80.822129,35.102697
2019,MD,,20690,,Leonardtown High School                                     ,"Leonardtown, MD 20650-4104                   ",20650, -76.633157,38.268654
2019,FL,,33193,,Coral Reef Senior High School                               ,"Miami, FL 33157-1603                         ",33157, -80.343496,25.606126
2019,NC,,28403,,Cape Fear Academy                                           ,"Wilmington, NC 28412-2009                    ",28412, -77.928152,34.143756
2019,TX,,75093,,Ursuline Academy of Dallas                                  ,"Dallas, TX 75229-6542                        ",75229, -96.864339,32.893295
2019,VA,HENRICO,23233,,                                                            ,                                             ,,,
2019,SC,,29063,,SC Governor School Science And Ma                           ,"Hartsville, SC 29550-4326                    ",29550, -80.082806,34.399975
2019,TX,,77019,,Episcopal High School                                       ,"Bellaire, TX 77401-3002                      ",77401, -95.460905,29.704019
2019,MA,,1810,,Andover High School                                         ,"Andover, MA 01810-2910                       ",01810, -71.161751,42.648044
2019,LA,,70115,,Louise S McGehee School                                     ,"New Orleans, LA 70130-5805                   ",70130, -90.069648,29.937353
2019,TX,,76226,,Liberty Christian School                                    ,"Argyle, TX 76226-7744                        ",76226, -97.173909,33.114714
