Class,Home State,Virginia County,Home Zip,Home Country,High School Attended                                        ,High School  CSZ                             
2019,,,,INDIA,The Heritage School                                         ,                                             
2019,LA,,70001,,Isidore Newman School                                       ,"New Orleans, LA 70115-5616                   "
2019,IL,,60540,,Wheaton Academy                                             ,"West Chicago, IL 60185-5136                  "
2019,GA,,30305,,The Westminster Schools                                     ,"Atlanta, GA 30327-2428                       "
2019,CA,,91355,,Hart High School                                            ,"Newhall, CA 91321-1576                       "
2019,VA,HENRICO,23226,,Collegiate School                                           ,"Richmond, VA 23229-7709                      "
2019,NC,,28209,,Charlotte Catholic High School                              ,"Charlotte, NC 28226-3934                     "
2019,NJ,,7458,,Northern Highlands Regional Hs                              ,"Allendale, NJ 07401-1447                     "
2019,TX,,77027,,Saint Thomas High School                                    ,"Houston, TX 77007-7332                       "
2019,TX,,77005,,Episcopal High School                                       ,"Bellaire, TX 77401-3002                      "
2019,MA,,1451,,Bromfield School the                                        ,"Harvard, MA 01451-1653                       "
2019,FL,,33629,,Berkeley Preparatory School                                 ,"Tampa, FL 33615-5020                         "
2019,TX,,75220,,Episcopal School Of Dallas                                  ,"Dallas, TX 75229-6217                        "
2019,VA,ARLINGTON,22207,,National Cathedral School                                   ,"Washington, DC 20016-5033                    "
2019,FL,,33326,,Deerfield Academy                                           ,"Deerfield, MA 01342-5002                     "
2019,GA,,30043,,Peachtree Ridge High School                                 ,"Suwanee, GA 30024-2012                       "
2019,CO,,80528,,Ridgeview Classical Schools                                 ,"Fort Collins, CO 80525-1240                  "
2019,NC,,28211,,Charlotte Country Day School                                ,"Charlotte, NC 28226-5012                     "
2019,FL,,33434,,Boca Raton Community High Sch                               ,"Boca Raton, FL 33486-1144                    "
2019,PA,,15232,,Shady Side Academy                                          ,"Pittsburgh, PA 15238-2247                    "
2019,MD,,20639,,Huntingtown High School                                     ,"Huntingtown, MD 20639-3737                   "
2019,GA,,30328,,Holy Innocents Episcopal Sch                                ,"Atlanta, GA 30327-4338                       "
2019,GA,,30327,,Pace Academy                                                ,"Atlanta, GA 30327-2648                       "
2019,VA,VIRGINIA BEACH CITY,23451,,Cape Henry Collegiate School                                ,"Virginia Bch, VA 23454-2306                  "
2019,VA,ROCKBRIDGE,24450,,Gill Saint Bernards School                                  ,"Gladstone, NJ 07934-0604                     "
2019,NC,,27408,,Walter Hines Page High School                               ,"Greensboro, NC 27405-4321                    "
2019,TX,,75633,,Carthage High School                                        ,"Carthage, TX 75633-2370                      "
2019,MA,,2021,,Archbishop Williams High Sch                                ,"Braintree, MA 02184-1758                     "
2019,VA,ROCKBRIDGE,24450,,Rockbridge County High School                               ,"Lexington, VA 24450-3718                     "
2019,VA,GOOCHLAND,23103,,Saint Catherines School                                     ,"Richmond, VA 23226-2603                      "
2019,MN,,55391,,Benilde-St Margaret's School                                ,"St Louis Park, MN 55416-1732                 "
2019,PA,,19010,,Harriton High School Of Lower Mer                           ,"Bryn Mawr, PA 19010-1773                     "
2019,FL,,32771,,Bishop Moore Catholic High School                           ,"Orlando, FL 32804-2834                       "
2019,NC,,27608,,Needham B Broughton High Sch                                ,"Raleigh, NC 27605-1424                       "
2019,OH,,44124,,University School                                           ,"Chagrin Falls, OH 44022-6652                 "
